Name,Brand,Description,Category,Rating,Image_URL,Tags
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.1,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/4/8/i/-original-imahbbagy2zsfg6s.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,3.8,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/r/y/0/nb126-berry-v5-4-upto-60hr-playtime-dual-paring-fast-charging-original-imahh484ymtmwywn.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.1,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/f/n/l/-original-imaheh3g9smkpvkp.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/f/w/c/-original-imahgnf4z4zkwkpq.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.1,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/6/s/j/-original-imahyz8hgbgkyrdd.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,3.8,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/k/b/2/-original-imahewgq5xzjs9mm.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.4,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/h/k/g/-original-imah4jvf79j6xdtd.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,3.8,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/1/s/q/nb126-berry-v5-4-upto-60hr-playtime-dual-paring-fast-charging-original-imahh48j4vzgfg6j.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/v/p/3/-original-imah8bfrrurageu2.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,3.4,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/s/r/9/bs-ultrapood-bullstorm-original-imahcus46hzumv9a.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,3.5,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/3/s/h/bs-ultrapood-best-sound-bullstorm-original-imahfzffqe498yy5.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.1,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/v/d/e/-original-imaheh3g25xmqy6v.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.1,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/q/z/y/-original-imahfgy6d33yt2as.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.3,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/7/o/v/-original-imahcyy3zh3yax4a.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.2,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/y/1/t/-original-imahdvzsc3mhuz4q.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/f/i/7/-original-imagqre9pyfawzcg.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.1,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/i/i/o/-original-imahe3awwxfpfbsj.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.1,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/z/l/o/-original-imahfskm9ty8ynrb.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/r/l/k/-original-imahexampyqa8qgg.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.2,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/d/f/2/-original-imaha6bsrvzhqf7m.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.1,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/y/c/m/-original-imahexam7vytudea.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,3.9,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/o/9/6/-original-imahgzmynp2k7hyc.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,3.9,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/v/k/v/-original-imah3am86gzrvr6g.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/i/1/w/-original-imah9yfdwhmq2qrh.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/2/f/c/harmonics-twins-s16-in-ear-earbuds-with-mic-24h-playtime-original-imah2czeurrc9z8d.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,3.9,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/1/j/g/-original-imahgnf4yqahagmg.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.1,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/m/q/j/-original-imahexamtzw47cyg.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/2/w/a/-original-imah8wvggektkfgz.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.1,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/n/g/e/-original-imahexamgsjjju7y.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/k/i/o/-original-imagp6skdxptyrjt.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.1,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/t/q/s/-original-imagpgv5humqmm5h.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.2,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/g/j/a/-original-imahe5gm62hddzzg.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,3.9,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/q/y/i/-original-imah4gr9ynyg9aed.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/z/d/g/-original-imah4da8pxf6jcfs.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.3,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/n/o/q/-original-imahfg7sywfpzths.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,3.9,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/b/j/v/nb126-aster-v5-4-upto-50hr-playtime-45ms-latency-fast-charging-original-imahh4aajm2hdqaj.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/i/g/h/-original-imah8wvg8zhavvjs.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.1,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/o/z/t/-original-imahexam6fuyqdpk.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.2,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/9/a/w/-original-imahe5gm9yszqgxc.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.1,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/b/w/k/predator-xo1-gaming-earbuds-with-50h-playtime-13mm-drivers-40ms-original-imagrcdadrxfzfgf.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,3.8,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/y/3/4/-original-imahgfembttaw3vg.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,3.8,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/r/y/0/nb126-berry-v5-4-upto-60hr-playtime-dual-paring-fast-charging-original-imahh484ymtmwywn.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.1,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/f/n/l/-original-imaheh3g9smkpvkp.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.1,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/6/v/0/-original-imahfq7efvb7nxsn.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/z/o/r/-original-imah45pfaf87c3uk.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.1,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/7/r/o/wf-c510-sony-original-imah4gkssgxguhyn.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.1,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/d/z/c/-original-imahysjgptunzkzh.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,3.8,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/1/s/q/nb126-berry-v5-4-upto-60hr-playtime-dual-paring-fast-charging-original-imahh48j4vzgfg6j.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/v/p/3/-original-imah8bfrrurageu2.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.5,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/4/a/y/-original-imahfvvywadcbbza.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.1,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/q/z/y/-original-imahfgy6d33yt2as.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.1,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/v/d/e/-original-imaheh3g25xmqy6v.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.1,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/z/l/o/-original-imahfskm9ty8ynrb.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.5,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/k/6/j/-original-imahaumhnaun5m4g.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,3.4,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/m/h/k/airpod-pro-elvue-original-imahgnrcfmkbgvns.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,3.9,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/e/h/y/-original-imagpxhfztqxwsbz.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,3.8,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/n/e/u/-original-imahewgqztnqygzc.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/r/l/k/-original-imahexampyqa8qgg.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,3.9,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/o/9/6/-original-imahgzmynp2k7hyc.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/x/w/f/-original-imahegzunef3qg7j.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,3.9,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/e/y/m/-original-imahcrqgtbu4et8h.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,3.9,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/v/k/v/-original-imah3am86gzrvr6g.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/2/w/a/-original-imah8wvggektkfgz.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.5,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/2/r/0/pixel-buds-pro-2-google-original-imah3fhyffaexejf.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,3.6,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/p/i/f/v2-0-tws-earbuds-20h-playtime-ipx5-bluetooth-v5-1-voice-original-imahfjgzhgzhgfdg.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,3.6,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/y/k/9/air-pro-7-airbud-tws-case-protect-bass-bt-earbuds-touch-control-original-imahgk4kenaucyvh.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.1,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/r/k/p/xo6-gaming-earbuds-with-35ms-low-latency-rgb-led-13mm-drivers-original-imahfayb8x85j7kv.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.1,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/n/g/e/-original-imahexamgsjjju7y.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/u/r/c/-original-imahfvv6zthdygmy.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,3.8,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/z/r/o/-original-imaheh3gyt8tpvue.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/d/7/a/-original-imahfac6vfkzscxe.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.2,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/g/j/a/-original-imahe5gm62hddzzg.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,3.9,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/q/y/i/-original-imah4gr9ynyg9aed.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.2,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/y/x/g/-original-imahf7pymtytuzab.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.2,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/h/p/o/-original-imahfnw7egs6cnxz.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.1,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/r/i/v/-original-imahfvv7nykbhhqe.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.3,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/a/e/x/-original-imahe37pyanhayeb.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.1,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/o/z/t/-original-imahexam6fuyqdpk.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.2,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/9/a/w/-original-imahe5gm9yszqgxc.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.3,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/h/b/v/-original-imahe29hx7dunuvp.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,3.9,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/x/6/6/-original-imagzv54hzzudcmy.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,3.8,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/r/y/0/nb126-berry-v5-4-upto-60hr-playtime-dual-paring-fast-charging-original-imahh484ymtmwywn.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.1,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/f/n/l/-original-imaheh3g9smkpvkp.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.2,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/f/v/s/-original-imahfdsypkcc2ehg.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.2,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/6/x/a/-original-imahfquhgnp5nqhg.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/u/r/c/-original-imahfvv6zthdygmy.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/g/j/w/-original-imahe9y5nshktdfm.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,3.8,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/1/s/q/nb126-berry-v5-4-upto-60hr-playtime-dual-paring-fast-charging-original-imahh48j4vzgfg6j.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/v/p/3/-original-imah8bfrrurageu2.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,3.8,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/1/n/j/-original-imagtg3gtccurhsd.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,3.8,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/n/4/v/-original-imahewgqwgr4tqxb.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.1,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/v/d/e/-original-imaheh3g25xmqy6v.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.1,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/q/z/y/-original-imahfgy6d33yt2as.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.1,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/i/n/o/-original-imaha9pgffeqtgdf.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4,https://rukminim2.flixcart.com/image/612/612/xif0q/shopsy-headphone/1/y/d/bluetooth-yes-premium-tws-airpods-pro-for-music-gaming-original-imah6ck2jqerebkk.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.1,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/h/9/4/-original-imahgnf4gbwq9ahc.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,3.6,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/w/d/t/neckband-with-48-hours-playback-deep-bass-with-magnetic-buds-original-imahd3qby9vj6zuw.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.1,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/z/l/o/-original-imahfskm9ty8ynrb.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/r/l/k/-original-imahexampyqa8qgg.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4.5,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/8/u/r/buds-3-e509a-oneplus-original-imahe6hbjufxjt3z.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,3.8,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/u/d/p/-original-imaghzfzswz8pmxf.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,3.9,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/v/k/v/-original-imah3am86gzrvr6g.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,3.9,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/o/9/6/-original-imahgzmynp2k7hyc.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,3.8,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/f/g/z/-original-imaghzfpykshtyn2.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,3.8,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/n/x/a/-original-imah8kc2qhjyppny.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,3.7,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/8/d/4/airdrops-beatbox-161-bass-20hrs-playtime-black-truly-wireless-original-imahd2zcn2whhrjt.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/n/i/m/-original-imahfczv4qmuxwe6.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
,Unknown, wireless earbuds with advanced sound quality.,Earbuds,4,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/2/w/a/-original-imah8wvggektkfgz.jpeg?q=70,"earbuds, bluetooth, wireless, audio, flipkart, electronics"
