Name,Brand,Description,Category,Rating,Image_URL,Tags
"GOBOULT Trail 2.01"" 3D Curved Display, Working Crown, H...",GOBOULT,"GOBOULT Trail 2.01"" 3D Curved Display, Working Crown, H...",Smart Watches,N/A,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/v/r/a/-original-imahf8mtuxtbvfz7.jpeg?q=70,"smart watch, flipkart, electronics"
"GOBOULT Crown R Pro 1.43''HD AMOLED, BT Calling, Zinc A...",GOBOULT,"GOBOULT Crown R Pro 1.43''HD AMOLED, BT Calling, Zinc A...",Smart Watches,N/A,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/h/z/m/-original-imahejyngfr5vjfw.jpeg?q=70,"smart watch, flipkart, electronics"
"GOBOULT Crown 1.95'' Screen, BT Calling, Working Crown,...",GOBOULT,"GOBOULT Crown 1.95'' Screen, BT Calling, Working Crown,...",Smart Watches,N/A,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/4/z/i/1-95-crown-android-ios-goboult-yes-original-imahh5fcmbmef2zd.jpeg?q=70,"smart watch, flipkart, electronics"
"Fire-Boltt Rise Luxe Bluetooth Calling 47mm (1.85), Met...",Fire-Boltt,"Fire-Boltt Rise Luxe Bluetooth Calling 47mm (1.85), Met...",Smart Watches,N/A,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/l/7/8/-original-imahauh2xtkdjmma.jpeg?q=70,"smart watch, flipkart, electronics"
"Fastrack FS1 Pro|World's First,1.96"" Super AMOLED|Highe...",Fastrack,"Fastrack FS1 Pro|World's First,1.96"" Super AMOLED|Highe...",Smart Watches,N/A,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/i/2/2/-original-imagzvhswuuzay6x.jpeg?q=70,"smart watch, flipkart, electronics"
"Noise Crew Go with 1.39"" Display, BT Calling with Metal...",Noise,"Noise Crew Go with 1.39"" Display, BT Calling with Metal...",Smart Watches,N/A,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/k/f/m/-original-imah76caugyhgvuz.jpeg?q=70,"smart watch, flipkart, electronics"
"boAt Wave Call 2 Plus with 1.96’’(4.97cm), BT Calling, ...",boAt,"boAt Wave Call 2 Plus with 1.96’’(4.97cm), BT Calling, ...",Smart Watches,N/A,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/v/j/g/-original-imah7e8bdedjpq7s.jpeg?q=70,"smart watch, flipkart, electronics"
Noise Colorfit Icon 2 1.8'' Display with Bluetooth Call...,Noise,Noise Colorfit Icon 2 1.8'' Display with Bluetooth Call...,Smart Watches,N/A,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/o/c/a/-original-imah76jszpjhp2yr.jpeg?q=70,"smart watch, flipkart, electronics"
"GOBOULT Crown 1.95'' Screen, BT Calling, Working Crown,...",GOBOULT,"GOBOULT Crown 1.95'' Screen, BT Calling, Working Crown,...",Smart Watches,N/A,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/j/r/v/1-95-crown-android-ios-goboult-yes-original-imahh5gft2gf9ct6.jpeg?q=70,"smart watch, flipkart, electronics"
Fire-Boltt Brillia 51.3mm (2.06 inch) Largest AMOLED Di...,Fire-Boltt,Fire-Boltt Brillia 51.3mm (2.06 inch) Largest AMOLED Di...,Smart Watches,N/A,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/z/y/u/-original-imahaxzauadz7hwj.jpeg?q=70,"smart watch, flipkart, electronics"
"Noise Icon Buzz 1.69"" Display with Bluetooth Calling, B...",Noise,"Noise Icon Buzz 1.69"" Display with Bluetooth Calling, B...",Smart Watches,N/A,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/i/4/b/-original-imah2thy4cphhcbe.jpeg?q=70,"smart watch, flipkart, electronics"
"GOBOULT Dire 1.38'' 2.5D Curved HD Display, 500Nits, 25...",GOBOULT,"GOBOULT Dire 1.38'' 2.5D Curved HD Display, 500Nits, 25...",Smart Watches,N/A,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/d/0/y/-original-imahejynqqzmzau8.jpeg?q=70,"smart watch, flipkart, electronics"
"GOBOULT Mirage 1.39"" Screen, Working Crown, Zinc Alloy ...",GOBOULT,"GOBOULT Mirage 1.39"" Screen, Working Crown, Zinc Alloy ...",Smart Watches,N/A,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/t/t/p/-original-imahejynnzdyhzwx.jpeg?q=70,"smart watch, flipkart, electronics"
"GameSir H9 Grey Smartwatch with Bluetooth, Fitness & He...",GameSir,"GameSir H9 Grey Smartwatch with Bluetooth, Fitness & He...",Smart Watches,N/A,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/v/i/w/49-h9-grey-79-android-ios-gamesir-yes-original-imahagaghyvntggw.jpeg?q=70,"smart watch, flipkart, electronics"
"boAt Storm Call w/ 4.29 cm(1.69""), BT Calling & 550 Nit...",boAt,"boAt Storm Call w/ 4.29 cm(1.69""), BT Calling & 550 Nit...",Smart Watches,N/A,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/1/j/8/-original-imah8762zzdh36bk.jpeg?q=70,"smart watch, flipkart, electronics"
Fire-Boltt Ninja Calling Pro Plus 46.5mm (1.83) Display...,Fire-Boltt,Fire-Boltt Ninja Calling Pro Plus 46.5mm (1.83) Display...,Smart Watches,N/A,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/d/g/r/-original-imahyz5xakhgchhn.jpeg?q=70,"smart watch, flipkart, electronics"
Fastrack Revoltt X2 with 1.91'' BT Calling|Rotating Cro...,Fastrack,Fastrack Revoltt X2 with 1.91'' BT Calling|Rotating Cro...,Smart Watches,N/A,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/t/g/b/-original-imahfmpuafyzda6y.jpeg?q=70,"smart watch, flipkart, electronics"
"GOBOULT Crown 1.95'' Screen, BT Calling, Working Crown,...",GOBOULT,"GOBOULT Crown 1.95'' Screen, BT Calling, Working Crown,...",Smart Watches,N/A,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/m/4/n/1-95-crown-android-ios-goboult-yes-original-imahg3v8fgbqtdbw.jpeg?q=70,"smart watch, flipkart, electronics"
"GOBOULT Drift Max 2.01''HD Screen,BT Calling, Working C...",GOBOULT,"GOBOULT Drift Max 2.01''HD Screen,BT Calling, Working C...",Smart Watches,N/A,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/r/c/2/-original-imahejynzcnchgna.jpeg?q=70,"smart watch, flipkart, electronics"
Fastrack Revoltt Pro-1.97'' Super AMOLED Display|AOD|Wo...,Fastrack,Fastrack Revoltt Pro-1.97'' Super AMOLED Display|AOD|Wo...,Smart Watches,N/A,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/m/t/s/-original-imahfmpuaj263bsd.jpeg?q=70,"smart watch, flipkart, electronics"
